,frame_seq,video_id,gap,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures
0,102,4,1,3.399999999999991,5.67147715445762,43.62252931777356,3.5623524993954847,6.380411798764811,10.99420271509966,12.057100581121466,9.92508502030084,25.524108654986414,19.144517219789883,16.305496819065652,12.760823597529637,14.178692886144049,3.5446732215359877,12.05188895322246,4.608075187996832,0.3544673221535959,4.253607865843208,4.608075187996818,4.608075187996818,13.469758241836857,12.406356275376057,12.057100581121494,{}
1,103,4,0,3.433333333333324,4.984683610253573,43.77500996871661,3.551440023536486,6.431931441623757,11.032352796366569,11.768081157254626,10.707459153723756,25.659000560593856,19.230318077961684,16.691768110621553,12.430040082377758,15.271192101206964,3.19629602118286,11.71975207767042,4.261728028243766,2.8421709430404014e-14,4.261728028243795,4.616872030597449,4.439300029420622,14.560904096499655,12.074896080024104,12.095768863243569,"{'anger': (['e1', 'e2', 'b1'], 1.1595623636149097, 3)}"
2,104,4,0,3.466666666666657,4.878999163837458,44.63021032708987,3.839525408600987,6.641161825326833,11.172433834630215,12.211111883391837,10.480441356474405,25.83829020731893,19.197627043004918,16.68548627121099,12.861729000725134,16.33787197389408,4.171371567802737,11.123657514140689,3.128528675852096,0.3476142973168805,3.839525408600984,3.839525408600984,3.823757270485857,17.38071486584478,12.16650040609136,13.282323650653666,"{'anger': (['e1', 'e2', 'b1'], 1.1595623636149097, 3)}"
3,105,4,0,3.4999999999999907,3.196240141846886,41.90019521645042,3.8296820195163015,6.746600148515591,10.887859813873272,11.519818381660896,9.672741487368228,23.43357965914578,16.687136572259405,14.947775706904608,10.813284553930998,15.265813487902577,3.498415590977686,10.177208991935032,2.226264466985782,0.3180377809979688,3.8690965949473006,4.183133898715844,3.975472262474625,17.17404017389041,10.17720899193506,12.863832139471375,"{'anger': (['e1', 'e2', 'b1'], 1.1595623636149097, 3)}"
4,106,4,0,3.533333333333324,4.186336327527744,41.02383442120872,3.58975378550846,6.453574652975643,10.354433071953382,10.673105312263122,9.717563617435928,23.934802821140696,17.483243427533026,15.251173625079844,11.237706881637791,15.7327896342929,3.852928073704376,10.27447486321168,2.568618715802927,0.0,3.9060744197771937,4.22311304856407,4.0134667434420805,17.338176331669715,10.274474863211688,12.669339145692234,"{'anger': (['e1', 'e2', 'b1'], 1.1595623636149097, 3)}"
5,107,4,0,3.566666666666657,4.157192501552152,43.59564607413857,4.157192501552133,6.634985111492892,11.46160767749948,12.134637883979549,10.392981253880333,25.33795994839764,18.707366256984617,16.40251769492629,11.618450033906129,18.452832406792098,4.784067661020188,9.909854440684626,1.7085955932214745,0.3417191186443062,4.157192501552138,4.8926731946495625,4.613208101698021,18.79455152543639,10.251573559328946,12.867891578448138,"{'anger': (['e1', 'e2', 'b1'], 1.1595623636149097, 3)}"
6,108,4,0,3.5999999999999903,4.695086029419423,44.48281345834855,4.342615323642367,6.930924658059573,11.56134196063256,12.675877867610469,11.15752284353822,27.11257536862305,20.192751093846084,17.669558646222413,12.850588106343563,19.989803720978895,5.354411710976507,10.351862641221205,1.784803903658826,0.7139215614635361,3.9909428550881336,4.695086029419409,4.462009759147065,20.346764501710663,11.06578420268474,13.592661568725816,"{'anger': (['e1', 'e2', 'b1'], 1.1595623636149097, 3)}"
7,109,4,0,3.633333333333324,4.2893296820256,42.60540933382315,3.941972376507762,6.501267392643433,11.41947963150357,12.520339733354358,11.41947963150357,26.14333198379917,19.649852549160496,17.276455670623605,13.045486934960664,20.449682222370782,5.465001283564604,8.990808563283707,0.8814518199297652,1.234032547901677,3.2506336963217164,3.797410655896393,3.3495169157331475,19.039359310483132,8.814518199297751,12.74178165237444,{}
8,110,4,0,3.6666666666666567,5.338867278270609,43.268290722123126,3.252676307714728,6.161426940002905,11.486410053283585,12.5282071804348,12.368223509814902,27.04408405122554,20.922692275151324,18.16931743463762,13.75928893108481,20.815334536769328,4.939231923979165,9.525661567674092,1.7640114014211292,1.0584068408526832,2.5684393696579164,3.1555595253298514,2.64601710213168,18.69852085506396,7.761650166252963,13.181781016514972,{}
9,111,4,0,3.69999999999999,4.672840575472754,42.51968798405149,3.623052126095102,5.783368294021578,11.506563986696548,12.20907781066039,12.126092462794288,26.17687707616643,20.40249304249704,17.941109254442296,13.855510117292056,20.96089992103157,5.329042352804635,8.526467764487421,1.4210779607479085,1.4210779607479085,2.2469215443153647,2.8642741999940253,2.4868864313088324,18.474013489722736,7.815928784113467,12.063478830268824,{}
