,video_id,frame_seq,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures
0,17,0,0.0,5.226860598407823,143.5246810595721,14.967450954138554,18.845713897261795,39.97779627916613,40.21626841887672,54.5700267267254,90.22960362944136,71.55264802525677,70.2473341384275,77.68528716484923,97.51982856864048,33.05756900631877,1.6528784503159386,21.4874198541072,16.528784503159386,18.47974286725474,16.856118943516,15.702345278001474,66.11513801263766,34.71044745663477,73.02655680507424,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
1,17,1,0.0333666666666666,3.36282906022052,146.50515147640587,16.89800689515365,20.797949124278773,37.33346122821335,39.253017438484335,52.150962971238,89.88886739449141,69.26529963153199,68.93799573452111,77.34506838507241,100.88487180661616,36.99111966242583,1.1368683772161605e-13,23.539803421543752,18.49555983121286,15.225856147008868,18.798785938412152,17.654852566157842,67.25658120441085,36.991119662426,77.80063286402759,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
2,17,2,0.0667333333333332,7.930126218256325,141.9691939785221,16.057281760424335,20.21793416607142,39.3720983730077,41.39647418647192,51.45423760350321,94.79735372137458,74.81266111785773,70.92920517669813,81.56858595320273,104.62057763562962,41.6709080413101,0.8866150647087352,23.93860674713551,22.165376617718152,19.58596694596948,19.8253155456409,19.505531423591947,69.1559750472806,39.01106284718395,80.28640880212133,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
3,17,3,0.1000999999999998,6.065481570493489,140.5469167328205,15.23352948628499,20.465599408492142,35.962652073069265,37.9535586059673,50.49588717485068,91.40117691770956,70.97470768030013,68.13160730140305,77.38404779912446,104.3002383379503,40.37428580823882,0.0,25.233928630149197,21.86940481279601,20.257115879629133,20.4655994084922,20.18714290411947,63.92595252971148,35.327500082208985,76.16764743142465,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
4,17,4,0.1334666666666664,3.575049915586421,137.9987790866725,15.988109268412131,19.776198980274003,35.49936358915359,37.32461690337678,47.99096725622419,85.27824283188332,65.72649299818015,64.75184253706936,75.14411356153732,99.12627746415558,39.17086770760989,2.3982163902619504,24.78156936603898,21.58394751235653,16.067850956443262,16.304736229017486,15.18870380499152,62.35362614680753,35.173840390506825,72.38924352804842,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
5,17,5,0.166833333333333,4.594932215153535,136.74266598626397,14.620984777924036,18.5227639272641,36.070949558638766,37.92559182747086,48.844799446713786,85.23877922950375,66.9229438411904,64.98215456855155,74.72947775383432,97.47323185282733,37.36473887691716,1.6245538642137944,22.74375409899312,19.494646370565533,17.943783922107915,19.7635507473817,17.870092506351682,68.2312622969792,37.36473887691716,71.77513568843166,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
6,17,6,0.2001999999999996,3.5853465166210454,136.81749955305756,14.519546761715125,19.5063939637668,37.43211657417732,37.43211657417731,48.102471204339054,83.76216642273184,64.3167595850284,63.3349204190464,73.75712251331993,97.80835811548934,37.68026911006564,2.405123560217021,24.8529434555752,20.042696335141272,14.519546761715125,16.35169595486401,15.232449214707344,64.13662827245201,38.4819769634712,72.43819763620013,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
7,17,7,0.2335666666666662,4.544794354039519,132.08278048419385,16.148416051471937,17.964877069798376,35.92975413959674,35.92975413959696,48.23159662526668,85.70583266678152,67.79212452647778,65.87992559021416,75.52089031073331,98.01647465861129,38.56385888207649,1.6068274534197826,22.49558434787798,19.281929441038187,16.148416051471973,17.964877069798376,16.871688260908513,64.27309813679426,36.95703142865671,75.79389939016738,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
8,17,8,0.2669333333333328,11.474467417334834,134.98968444880796,14.694488086314095,16.94184811273622,36.28545197616801,36.03055854081625,47.08727745679621,89.77991702910373,73.18515706184535,67.34349188680301,76.26853298023468,98.9868193998791,40.56836860650788,1.6227347442602422,17.85008218686346,22.71828641964441,17.92369108548821,19.741420197999407,19.472816931123816,68.15485925893319,37.32289911798722,73.66929788944083,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
9,17,9,0.3002999999999994,6.260295723490257,146.4468730945027,15.62664269811603,19.412352962826706,38.824705925653646,40.867498474417566,52.204433573270194,92.61136985443366,73.2543086320525,70.31989214152225,78.13321349058026,104.1776179874404,39.06660674529007,0.868146816561989,21.703670414050062,19.967376780926088,17.449535054640393,17.70679023325243,17.36293633124012,71.18803895808423,43.40734082810013,80.17090256115529,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
10,17,10,0.333666666666666,4.645748209636683,139.1593532588932,13.14016025087767,18.727609749893947,38.66033002437378,38.66033002437378,49.52136606109361,84.79285950101341,66.21209924782646,64.05828122302819,70.62836134846702,98.55120188158196,35.314180674233626,0.8212600156799681,22.174020423355955,17.246460329276943,16.507122020364545,18.363932222626826,17.24646032927683,68.98584131710732,39.42048075263273,79.11424122071483,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
