frame_seq,sample_id,video_id,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures,label,seed_name
1011,0,1,3.1518423963829605,39.338163788597086,2.738844118589082,3.712965461596242,10.815693203061343,11.29254359304452,10.36583729704108,19.893278364186543,16.23447053191438,14.63355398320661,14.858685582948254,11.256579987082006,2.7015791968996723,6.753947992249209,2.7015791968997007,0.900526398966548,2.625463056206136,2.295900840417965,2.2513159974163983,8.104737590699045,15.759211981914817,13.33417804386244,"{'happy': (['m3', 'm12', 'e1', 'e2'], 2.0147460918152085, 29)}",happy,29
1012,0,1,3.1545296077161424,39.82047812186365,2.2978582894215225,4.08078293250385,10.853019035118354,11.302171438382937,10.374675047143766,19.87450728660868,15.798378313496816,14.195383234722556,14.871353864947451,11.26617717041472,2.7038825208995547,6.759706302248816,2.7038825208995263,1.3519412604497916,2.8501424305201337,2.850142430520111,2.7038825208995263,9.012941736331785,16.223295125397215,13.345546554673456,"{'happy': (['m3', 'm12', 'e1', 'e2'], 2.0147460918152085, 29)}",happy,29
1013,0,1,1.8010527979331243,40.683466544482506,2.7015791968996723,3.63013796880778,10.815693203061318,11.29254359304452,10.815693203061317,18.93248334197526,15.315568868700902,14.408422383464966,14.858685582948254,11.256579987082006,2.2513159974164125,5.853421593282633,2.251315997416384,0.4502631994832882,2.424741535805147,2.738844118589077,2.9267107966413164,8.555000790182334,15.308948782431544,12.45366475535713,"{'happy': (['m3', 'm12', 'e1', 'e2'], 2.0147460918152085, 29)}",happy,29
1014,0,1,2.6918011468863767,39.68568643013453,2.28759109578087,4.06254935005604,10.77654706616876,11.25167155192251,10.767204587545535,19.76025698768377,15.708581099751113,14.356272783394049,15.253539832356182,11.215838112026605,2.4674843846458714,6.505186104975422,2.467484384645843,1.1215838112026688,2.415965467336137,2.837407544138153,2.691801146886391,8.524036965140226,15.253539832356196,12.513578487638886,"{'happy': (['m3', 'm12', 'e1', 'e2'], 2.0147460918152085, 29)}",happy,29
1015,0,1,4.054136315588153,39.84721846969904,1.8572924722024984,3.631721324778788,10.848503528771412,11.297469057718247,10.820410680072117,20.31567759685385,16.69133625987366,14.639936695179472,16.21654526235264,12.162408946764486,3.378446929656804,6.081204473382229,2.4775277484149854,2.4775277484149854,2.848956600458161,2.296902242661013,2.70275754372544,8.558732221797229,15.76608567173173,12.459096665830211,"{'happy': (['m3', 'm12', 'e1', 'e2'], 2.0147460918152085, 29)}",happy,29
1016,0,1,4.930802312515198,40.145711935232754,1.8482017048672768,3.6139453772185655,11.24217207879994,11.24217207879994,10.34876464869402,20.69752929738804,17.086681060617252,14.568279559704024,16.137171204595234,11.65462364776323,3.5860380454656138,6.7238213352480045,3.1377832897823907,2.6895285340992245,2.2856597462894035,2.835011999922443,2.913655911940793,8.516840357980811,15.68891644891201,13.274699616018257,"{'happy': (['m3', 'm12', 'e1', 'e2'], 2.0147460918152085, 29)}",happy,29
1017,0,1,4.926940463368665,40.39283404051003,1.8391699384011184,3.5962847990563067,10.298192449093776,10.788854397168915,10.269169772928178,20.596384898187555,17.003182104516032,14.497087493139986,16.05831230009352,11.597669994511987,3.5685138444652296,6.690963458372295,3.122449613907065,2.6763853833489293,2.402129396123295,2.713302787745433,2.6763853833489293,8.02915615004676,15.612248069535369,13.209828997987625,"{'happy': (['m3', 'm12', 'e1', 'e2'], 2.0147460918152085, 29)}",happy,29
1018,0,1,5.01099930399278,40.63110983981528,1.8705481322076336,3.741096264415296,11.378100089712008,11.423233547700086,10.897636904394863,21.44302300283096,17.745577712249805,15.198097773585149,16.7859587350045,12.249213130949244,3.629396483244193,6.805118406082926,3.1757219228387044,2.722047362433159,1.6357468899157082,1.014447156729096,0.9073491208110624,8.166142087299491,16.332284174598982,13.975827553831394,"{'happy': (['m3', 'm12', 'e1', 'e2'], 2.0147460918152085, 29)}",happy,29
1019,0,1,4.995702268816805,40.95656810964342,1.864837925751626,3.1981706578649765,11.343366259841074,11.3433662598411,10.441917000043196,20.478284054821724,17.281962569667538,14.69941303719304,16.282426748890742,11.75953042975442,3.618317055309035,6.332054846790868,3.166027423395434,2.713737791481776,1.2792682631459793,1.630753459225352,1.3568688957409023,9.04579263827263,16.282426748890742,13.837401953539851,"{'happy': (['m3', 'm12', 'e1', 'e2'], 2.0147460918152085, 29)}",happy,29
1020,0,1,4.995702268816805,40.95656810964342,1.864837925751626,3.292718222113486,11.31628297505377,11.388361939303843,10.412489275018793,20.478284054821724,17.24048342945852,14.69941303719304,16.282426748890742,11.75953042975442,3.618317055309035,6.332054846790868,3.166027423395434,2.261448159568147,1.6307534592253363,1.864837925751647,1.809158527654532,8.141213374445357,15.8301371169771,13.394189190345577,"{'happy': (['m3', 'm12', 'e1', 'e2'], 2.0147460918152085, 29)}",happy,29
1021,0,1,3.648080429094352,40.52490304535274,1.865658654125635,3.6480804290943833,10.897370659540558,10.897370659540558,10.86915126648356,19.99160365101768,16.346055989310806,14.47963800904978,16.742081447963812,12.217194570135746,3.619909502262431,5.429864253393674,1.8099547511312155,2.714932126696823,1.9197469172485284,1.865658654125635,1.5837104072398065,8.144796380090497,15.384615384615389,14.380315458887504,"{'happy': (['m3', 'm12', 'e1', 'e2'], 2.0147460918152085, 29)}",happy,29
1022,0,1,1.8556364601041968,40.259438169926725,2.2948542626259054,3.7112729202084207,10.83883071021384,11.287395929377064,10.838830710213871,18.539984108279736,14.87916354497988,13.951796409439028,15.301970255513766,11.251448717289549,2.4753187178037024,5.17566640995318,1.5752028204205146,1.1251448717289634,2.624266248713368,1.8556364601041968,2.0252607691121085,8.101043076448462,15.301970255513766,12.009043921665782,"{'happy': (['m3', 'm12', 'e1', 'e2'], 2.0147460918152085, 29)}",happy,29
1069,1,1,0.6442501965023779,36.33593953953248,1.8782959520250024,4.199997430590595,11.47054863878767,11.470548638787644,12.375642144585772,18.947966726663623,14.754595439427144,14.349941005919334,12.75550311637275,17.766593626376334,2.961098937729417,3.416652620456972,2.049991572274223,1.1388842068190286,2.277768413637986,2.322877117717092,2.505545255001792,13.211056799100362,9.56662733727957,12.375642144585772,"{'happy': (['m3', 'm12', 'e1', 'e2'], 3.062681809315462, 44)}",happy,44
1070,1,1,1.0251908762732038,35.66132025991903,2.337794886325113,4.675589772650205,11.155282775563654,11.155282775563682,12.060707295124264,20.05290125959116,15.377863144098018,14.67133753126052,13.29589963770482,18.33917191407562,3.897074031741085,3.897074031741056,2.063156840333505,1.146198244629744,2.7508757871113403,2.788820693890931,2.980115436037295,14.21285823340861,9.628065254889703,13.366853652784116,"{'happy': (['m3', 'm12', 'e1', 'e2'], 3.062681809315462, 44)}",happy,44
1071,1,1,2.464019315268216,36.49572045078171,1.886555428527149,4.21846618150798,11.58441543810494,12.11446160785335,11.58441543810494,20.101282330864542,15.88322296307506,14.413042350740852,12.811593200658535,17.844719100917246,3.889233650199913,4.34679055022346,1.1438922500587978,2.059006050105836,2.783209966942471,2.783209966942471,2.9741198501528743,15.09937770077616,10.066251800517437,14.670390234359424,"{'happy': (['m3', 'm12', 'e1', 'e2'], 3.062681809315462, 44)}",happy,44
1072,1,1,3.344394436656228,35.586999391544445,1.6563466499998354,4.358136336404093,10.724518646563348,11.262032946703938,11.712139482105124,20.95131203515697,16.601645881809926,14.470719035407654,11.94408555303491,18.83490414132428,3.904797200030657,4.823573011802523,0.6890818588289562,2.0672455764868403,3.24836303447048,3.24836303447048,3.215715341201701,15.159800894236596,9.647146023605115,14.307555019361487,"{'happy': (['m3', 'm12', 'e1', 'e2'], 3.062681809315462, 44)}",happy,44
1073,1,1,4.2277257162811885,35.073190479140486,1.6533660550431744,4.350293872276944,10.79324966687993,11.344178510194476,11.691063493046842,21.79975237165295,17.46149170285447,14.903240221424513,11.92259217713962,18.801010740874005,3.897770519449496,5.732015469778645,0.2292806187911367,1.6049643315380422,2.7893191138127493,2.7893191138127444,2.751367425493754,15.59108207779795,9.62978598922814,14.73830370487843,"{'happy': (['m3', 'm12', 'e1', 'e2'], 3.062681809315462, 44)}",happy,44
1074,1,1,4.154760851455058,35.882376343670515,1.6248311786557026,4.275213645780166,10.71175896964627,11.04774913322274,11.931514597747055,21.859867817597223,17.59833131878772,15.09667740835576,11.716824257231307,18.92717764629674,3.6051766945327017,5.858412128615669,0.4506470868166161,1.3519412604497347,1.8580655388216831,2.015355039968279,2.027911890674659,14.871353864947435,9.012941736331785,12.374345591975104,"{'happy': (['m3', 'm12', 'e1', 'e2'], 3.062681809315462, 44)}",happy,44
1075,1,1,4.584187055433373,36.32471800456953,1.6207548765622826,4.2644881854597445,10.580362393549269,11.12042465424298,11.460467638583491,21.80502678173016,17.554181430640753,14.834045293024474,10.788396576745072,18.43017748527282,3.3713739302328065,6.517989598450157,1.1237913100776211,1.1237913100775927,1.421496061819918,2.0102990094856588,1.798066096124188,15.733078341086554,8.990330480620898,13.671511345629687,"{'happy': (['m3', 'm12', 'e1', 'e2'], 3.062681809315462, 44)}",happy,44
1076,1,1,3.7516123674206425,36.6707621201075,2.03459747105675,4.749815621401087,10.708247115083024,10.814033893777133,11.696723730518146,22.18551055872955,17.437105710093547,15.01334423203565,11.373745630330037,18.652942833741264,3.639598601705615,6.369297552984818,0.4549498252132196,0.9098996504263824,2.3197980364677444,2.449979787750121,2.2747491260659984,15.92324388246206,8.644046679050831,13.388207924800051,"{'happy': (['m3', 'm12', 'e1', 'e2'], 3.062681809315462, 44)}",happy,44
