video_id,frame_seq,time_seconds,time_datetime,instance_ref,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
99,0,0.0,0:00:00,0,"(889.4541978607485, 421.9205810365089)","(893.2552841763928, 475.1357894555281)","(897.056370492037, 528.3509978745473)","(912.2607157546139, 581.5662062935663)","(942.6694062797677, 623.3781557656529)","(988.2824420674984, 653.7868462908066)","(1041.4976504865176, 676.5933641846719)","(1098.5139452211808, 691.7977094472488)","(1159.3313262714885, 695.5987957628931)","(1208.7454483748634, 691.7977094472488)","(1242.9552252156614, 668.9911915533835)","(1269.562829425171, 638.5825010282297)","(1284.767174687748, 604.3727241874317)","(1292.3693473190363, 566.3618610309894)","(1296.1704336346806, 524.549911558903)","(1292.3693473190363, 482.73796208681654)","(1288.568261003392, 448.5281852460185)","(973.0780968049215, 372.506458933134)","(1007.2878736457195, 342.0977684079802)","(1049.099823117806, 326.8934231454033)","(1094.7128589055367, 326.8934231454033)","(1136.5248083776232, 338.29668209233597)","(1197.3421894279306, 345.8988547236244)","(1227.7508799530844, 338.29668209233597)","(1258.1595704782383, 345.8988547236244)","(1280.9660883721037, 364.90428630184556)","(1288.568261003392, 395.3129768269994)","(1170.7345852184212, 387.7108041957109)","(1174.5356715340654, 410.5173220895762)","(1182.137844165354, 433.3238399834416)","(1189.7400167966423, 456.13035787730695)","(1125.1215494306905, 486.53904840246076)","(1151.7291536402001, 490.340134718105)","(1174.5356715340654, 497.94230734939345)","(1197.3421894279306, 494.1412210337492)","(1216.347621006152, 490.340134718105)","(1030.0943915395849, 399.1140631426436)","(1052.9009094334501, 391.51189051135515)","(1075.7074273273156, 391.51189051135515)","(1094.7128589055367, 399.1140631426436)","(1075.7074273273156, 402.91514945828783)","(1052.9009094334501, 402.91514945828783)","(1201.143275743575, 410.5173220895762)","(1223.9497936374403, 406.71623577393206)","(1242.9552252156614, 410.5173220895762)","(1258.1595704782383, 421.9205810365089)","(1242.9552252156614, 421.9205810365089)","(1223.9497936374403, 418.1194947208647)","(1083.309599958604, 558.759688399701)","(1117.519376799402, 539.7542568214799)","(1151.7291536402001, 532.1520841901914)","(1170.7345852184212, 535.9531705058357)","(1189.7400167966423, 535.9531705058357)","(1212.5465346905075, 547.3564294527683)","(1227.7508799530844, 573.9640336622779)","(1208.7454483748634, 585.3672926092106)","(1189.7400167966423, 589.1683789248548)","(1166.933498902777, 589.1683789248548)","(1144.1269810089116, 585.3672926092106)","(1113.7182904837578, 577.7651199779222)","(1094.7128589055367, 558.759688399701)","(1147.9280673245557, 554.9586020840568)","(1170.7345852184212, 558.759688399701)","(1189.7400167966423, 558.759688399701)","(1220.148707321796, 570.1629473466337)","(1189.7400167966423, 558.759688399701)","(1170.7345852184212, 558.759688399701)","(1147.9280673245557, 554.9586020840568)"
99,1,0.0417083333333333,0:00:00.041708,0,"(906.1854855209372, 422.3745907089114)","(910.0252545273818, 476.1313567991365)","(913.8650235338265, 533.7278918958062)","(929.2240995596051, 583.6448889795867)","(959.9422516111623, 625.8823480504778)","(1006.0194796884981, 660.4402691084797)","(1059.7762457787233, 679.6391141407029)","(1117.372780875393, 694.9981901664814)","(1174.9693159720625, 698.8379591729262)","(1224.886313055843, 694.9981901664814)","(1259.444234113845, 668.1198071213689)","(1282.4828481525128, 637.4016550698118)","(1301.681693184736, 602.8437340118099)","(1309.3612311976253, 564.4460439473634)","(1309.3612311976253, 522.2085848764723)","(1309.3612311976253, 483.81089481202577)","(1305.5214621911807, 445.4132047475793)","(982.9808656498302, 376.2973626315756)","(1017.5387867078321, 345.5792105800184)","(1059.7762457787233, 330.22013455423985)","(1105.8534738560588, 326.3803655477952)","(1148.09093292695, 341.73944157357374)","(1209.5272370300645, 349.4189795864631)","(1240.2453890816216, 341.73944157357374)","(1270.9635411331788, 349.4189795864631)","(1297.8419241782915, 364.77805561224164)","(1305.5214621911807, 399.3359766702435)","(1182.648853984952, 387.81666965090955)","(1190.3283919978412, 410.85528368957745)","(1194.1681610042858, 433.89389772824535)","(1201.8476990171753, 460.77228077335786)","(1136.5716259076162, 491.4904328249151)","(1163.4500089527287, 495.3302018313597)","(1186.4886229913966, 499.1699708378044)","(1209.5272370300645, 499.1699708378044)","(1224.886313055843, 495.3302018313597)","(1040.5774007465, 403.17574567668817)","(1063.6160147851679, 395.4962076637988)","(1086.6546288238358, 395.4962076637988)","(1105.8534738560588, 403.17574567668817)","(1086.6546288238358, 407.0155146831328)","(1063.6160147851679, 407.0155146831328)","(1213.367006036509, 414.6950526960221)","(1236.405620075177, 410.85528368957745)","(1255.6044651074003, 414.6950526960221)","(1270.9635411331788, 426.21435971535607)","(1255.6044651074003, 426.21435971535607)","(1232.5658510687324, 422.3745907089114)","(1094.334166836725, 564.4460439473634)","(1132.7318569011716, 545.2471989151402)","(1163.4500089527287, 537.5676609022509)","(1182.648853984952, 541.4074299086956)","(1205.6874680236199, 541.4074299086956)","(1224.886313055843, 552.9267369280294)","(1240.2453890816216, 572.1255819602527)","(1221.0465440493983, 587.4846579860313)","(1201.8476990171753, 591.324426992476)","(1182.648853984952, 595.1641959989206)","(1159.610239946284, 591.324426992476)","(1128.8920878947267, 583.6448889795867)","(1109.6932428625037, 564.4460439473634)","(1163.4500089527287, 560.6062749409188)","(1182.648853984952, 560.6062749409188)","(1205.6874680236199, 560.6062749409188)","(1232.5658510687324, 572.1255819602527)","(1205.6874680236199, 560.6062749409188)","(1182.648853984952, 564.4460439473634)","(1163.4500089527287, 560.6062749409188)"
99,2,0.0834166666666666,0:00:00.083417,0,"(881.6076675534301, 410.6634006979653)","(885.3752216882738, 467.1767127206211)","(892.9103299579613, 523.6900247432768)","(904.2129923624924, 572.6682284962452)","(938.1209795760859, 614.1113239795261)","(983.3316291942104, 648.0193111931195)","(1036.0773870820226, 670.6246360021819)","(1092.5906991046784, 685.6948525415568)","(1145.3364569924904, 689.4624066764005)","(1194.3146607454587, 685.6948525415568)","(1228.2226479590522, 659.3219735976508)","(1254.5955269029582, 629.181540518901)","(1273.4332975771767, 595.2735533053075)","(1280.9684058468642, 557.5980119568703)","(1284.735959981708, 516.1549164735894)","(1284.735959981708, 470.9442668554648)","(1280.9684058468642, 433.2687255070276)","(964.4938585199919, 365.4527510798407)","(998.4018457335853, 339.07987213593464)","(1036.0773870820226, 324.00965559655975)","(1081.2880367001471, 324.00965559655975)","(1122.7311321834281, 335.31231800109094)","(1186.7795524757712, 339.07987213593464)","(1216.919985554521, 335.31231800109094)","(1247.0604186332707, 342.8474262707784)","(1269.665743442333, 357.91764281015327)","(1273.4332975771767, 388.058075888903)","(1156.6391193970214, 384.2905217540593)","(1164.174227666709, 406.8958465631216)","(1167.9417818015527, 429.5011713721839)","(1175.4768900712402, 452.1064961812462)","(1111.428469778897, 482.24692925999597)","(1137.801348722803, 489.7820375296834)","(1160.4066735318652, 497.31714579937085)","(1179.244444206084, 493.5495916645271)","(1198.0822148803024, 489.7820375296834)","(1021.0071705426477, 391.8256300237467)","(1043.61249535171, 388.058075888903)","(1066.2178201607724, 388.058075888903)","(1085.0555908349909, 395.5931841585904)","(1066.2178201607724, 395.5931841585904)","(1043.61249535171, 395.5931841585904)","(1190.547106610615, 406.8958465631216)","(1209.3848772848337, 403.12829242827786)","(1231.990202093896, 406.8958465631216)","(1243.292864498427, 414.43095483280905)","(1228.2226479590522, 414.43095483280905)","(1209.3848772848337, 410.6634006979653)","(1069.985374295616, 557.5980119568703)","(1100.1258073743659, 538.7602412826517)","(1134.0337945879592, 531.2251330129643)","(1152.871565262178, 538.7602412826517)","(1175.4768900712402, 534.992687147808)","(1194.3146607454587, 546.2953495523392)","(1209.3848772848337, 572.6682284962452)","(1190.547106610615, 583.9708909007763)","(1171.7093359363964, 591.5059991704638)","(1152.871565262178, 591.5059991704638)","(1130.2662404531154, 587.7384450356201)","(1100.1258073743659, 576.435782631089)","(1081.2880367001471, 557.5980119568703)","(1134.0337945879592, 550.0629036871829)","(1152.871565262178, 553.8304578220266)","(1171.7093359363964, 553.8304578220266)","(1198.0822148803024, 568.9006743614015)","(1171.7093359363964, 561.3655660917141)","(1152.871565262178, 561.3655660917141)","(1130.2662404531154, 557.5980119568703)"
99,3,0.1251249999999999,0:00:00.125125,0,"(889.4541978607485, 418.1194947208647)","(893.2552841763928, 471.33470313988386)","(897.056370492037, 524.549911558903)","(912.2607157546139, 573.9640336622779)","(942.6694062797677, 619.5770694500086)","(988.2824420674984, 649.9857599751624)","(1041.4976504865176, 676.5933641846719)","(1098.5139452211808, 695.5987957628931)","(1151.7291536402001, 699.3998820785373)","(1201.143275743575, 691.7977094472488)","(1235.353052584373, 668.9911915533835)","(1261.9606567938827, 638.5825010282297)","(1280.9660883721037, 600.5716378717875)","(1292.3693473190363, 562.5607747153452)","(1296.1704336346806, 520.7488252432588)","(1292.3693473190363, 478.9368757711723)","(1288.568261003392, 444.72709893037427)","(973.0780968049215, 368.7053726174898)","(1003.4867873300752, 342.0977684079802)","(1041.4976504865176, 326.8934231454033)","(1087.1106862742483, 326.8934231454033)","(1128.9226357463347, 338.29668209233597)","(1193.5411031122865, 342.0977684079802)","(1223.9497936374403, 338.29668209233597)","(1250.55739784695, 345.8988547236244)","(1273.3639157408152, 361.10319998620133)","(1284.767174687748, 387.7108041957109)","(1163.1324125871326, 383.9097178800667)","(1170.7345852184212, 410.5173220895762)","(1174.5356715340654, 433.3238399834416)","(1182.137844165354, 456.13035787730695)","(1113.7182904837578, 486.53904840246076)","(1140.3258946932674, 494.1412210337492)","(1166.933498902777, 501.7433936650376)","(1189.7400167966423, 494.1412210337492)","(1208.7454483748634, 490.340134718105)","(1026.2933052239407, 399.1140631426436)","(1049.099823117806, 395.3129768269994)","(1068.105254696027, 391.51189051135515)","(1090.9117725898925, 399.1140631426436)","(1068.105254696027, 402.91514945828783)","(1049.099823117806, 402.91514945828783)","(1197.3421894279306, 410.5173220895762)","(1220.148707321796, 406.71623577393206)","(1239.1541389000172, 410.5173220895762)","(1250.55739784695, 418.1194947208647)","(1235.353052584373, 418.1194947208647)","(1216.347621006152, 414.31840840522045)","(1071.9063410116714, 562.5607747153452)","(1106.1161178524694, 543.5553431371242)","(1140.3258946932674, 535.9531705058357)","(1159.3313262714885, 543.5553431371242)","(1182.137844165354, 539.7542568214799)","(1201.143275743575, 551.1575157684125)","(1216.347621006152, 577.7651199779222)","(1197.3421894279306, 589.1683789248548)","(1178.3367578497096, 596.7705515561432)","(1159.3313262714885, 596.7705515561432)","(1136.5248083776232, 592.9694652404991)","(1106.1161178524694, 581.5662062935663)","(1087.1106862742483, 562.5607747153452)","(1136.5248083776232, 554.9586020840568)","(1159.3313262714885, 558.759688399701)","(1182.137844165354, 558.759688399701)","(1208.7454483748634, 573.9640336622779)","(1182.137844165354, 570.1629473466337)","(1159.3313262714885, 570.1629473466337)","(1136.5248083776232, 566.3618610309894)"
99,4,0.1668333333333332,0:00:00.166833,0,"(851.268191727246, 407.12826560868285)","(858.670523829222, 462.6457563735033)","(862.37168988021, 518.1632471383236)","(877.1763540841622, 569.979571852156)","(910.4868485430544, 610.6923984130243)","(958.6020072058988, 644.0028928719165)","(1014.1194979707192, 666.2098891778447)","(1069.6369887355395, 684.7157194327848)","(1125.15447950036, 692.1180515347609)","(1173.2696381632043, 681.0145533817968)","(1202.8789665711085, 655.1063910248806)","(1228.7871289280247, 621.7958965659884)","(1243.5917931319768, 584.784236056108)","(1254.6952912849408, 544.0714094952398)","(1254.6952912849408, 503.35858293437155)","(1254.6952912849408, 462.6457563735033)","(1250.994125233953, 421.93292981263494)","(936.3950108999705, 366.4154390478146)","(966.0043393078748, 336.80611063991034)","(1006.7171658687431, 318.3002803849702)","(1051.1311584805994, 318.3002803849702)","(1091.8439850414677, 329.40377853793433)","(1154.7638079082642, 333.10494458892236)","(1184.3731363161683, 329.40377853793433)","(1213.9824647240725, 333.10494458892236)","(1236.1894610300008, 347.90960879287445)","(1243.5917931319768, 377.5189372007787)","(1125.15447950036, 377.5189372007787)","(1132.556811602336, 399.7259335067068)","(1139.959143704312, 421.93292981263494)","(1147.3614758062881, 444.1399261185631)","(1084.4416529394916, 473.7492545264673)","(1110.3498152964078, 481.1515866284434)","(1132.556811602336, 484.85275267943143)","(1151.062641857276, 481.1515866284434)","(1169.568472112216, 477.45042057745536)","(991.912501664791, 388.62243535374273)","(1014.1194979707192, 384.9212693027547)","(1032.6253282256594, 381.22010325176666)","(1051.1311584805994, 388.62243535374273)","(1032.6253282256594, 392.32360140473077)","(1014.1194979707192, 392.32360140473077)","(1162.1661400102403, 396.0247674557188)","(1180.6719702651803, 392.32360140473077)","(1199.1778005201204, 396.0247674557188)","(1213.9824647240725, 403.4270995576948)","(1199.1778005201204, 403.4270995576948)","(1180.6719702651803, 399.7259335067068)","(1043.7288263786234, 551.4737415972158)","(1077.0393208375156, 529.2667452912877)","(1106.6486492454198, 525.5655792402997)","(1128.8556455513478, 529.2667452912877)","(1147.3614758062881, 525.5655792402997)","(1169.568472112216, 536.6690773932638)","(1184.3731363161683, 562.57723975018)","(1165.8673060612282, 581.0830700051201)","(1147.3614758062881, 588.4854021070961)","(1128.8556455513478, 588.4854021070961)","(1102.9474831944317, 588.4854021070961)","(1073.3381547865276, 577.3819039541321)","(1058.5334905825755, 551.4737415972158)","(1106.6486492454198, 540.3702434442517)","(1128.8556455513478, 544.0714094952398)","(1147.3614758062881, 544.0714094952398)","(1173.2696381632043, 562.57723975018)","(1147.3614758062881, 562.57723975018)","(1128.8556455513478, 562.57723975018)","(1106.6486492454198, 558.8760736991919)"
99,5,0.2085416666666665,0:00:00.208542,0,"(851.268191727246, 407.12826560868285)","(858.670523829222, 462.6457563735033)","(862.37168988021, 518.1632471383236)","(877.1763540841622, 569.979571852156)","(910.4868485430544, 610.6923984130243)","(958.6020072058988, 644.0028928719165)","(1014.1194979707192, 666.2098891778447)","(1069.6369887355395, 684.7157194327848)","(1125.15447950036, 692.1180515347609)","(1173.2696381632043, 681.0145533817968)","(1202.8789665711085, 655.1063910248806)","(1228.7871289280247, 621.7958965659884)","(1243.5917931319768, 584.784236056108)","(1254.6952912849408, 544.0714094952398)","(1254.6952912849408, 503.35858293437155)","(1254.6952912849408, 462.6457563735033)","(1250.994125233953, 421.93292981263494)","(936.3950108999705, 366.4154390478146)","(966.0043393078748, 336.80611063991034)","(1006.7171658687431, 318.3002803849702)","(1051.1311584805994, 318.3002803849702)","(1091.8439850414677, 329.40377853793433)","(1154.7638079082642, 333.10494458892236)","(1184.3731363161683, 329.40377853793433)","(1213.9824647240725, 333.10494458892236)","(1236.1894610300008, 347.90960879287445)","(1243.5917931319768, 377.5189372007787)","(1125.15447950036, 377.5189372007787)","(1132.556811602336, 399.7259335067068)","(1139.959143704312, 421.93292981263494)","(1147.3614758062881, 444.1399261185631)","(1084.4416529394916, 473.7492545264673)","(1110.3498152964078, 481.1515866284434)","(1132.556811602336, 484.85275267943143)","(1151.062641857276, 481.1515866284434)","(1169.568472112216, 477.45042057745536)","(991.912501664791, 388.62243535374273)","(1014.1194979707192, 384.9212693027547)","(1032.6253282256594, 381.22010325176666)","(1051.1311584805994, 388.62243535374273)","(1032.6253282256594, 392.32360140473077)","(1014.1194979707192, 392.32360140473077)","(1162.1661400102403, 396.0247674557188)","(1180.6719702651803, 392.32360140473077)","(1199.1778005201204, 396.0247674557188)","(1213.9824647240725, 403.4270995576948)","(1199.1778005201204, 403.4270995576948)","(1180.6719702651803, 399.7259335067068)","(1043.7288263786234, 551.4737415972158)","(1077.0393208375156, 529.2667452912877)","(1106.6486492454198, 525.5655792402997)","(1128.8556455513478, 529.2667452912877)","(1147.3614758062881, 525.5655792402997)","(1169.568472112216, 536.6690773932638)","(1184.3731363161683, 562.57723975018)","(1165.8673060612282, 581.0830700051201)","(1147.3614758062881, 588.4854021070961)","(1128.8556455513478, 588.4854021070961)","(1102.9474831944317, 588.4854021070961)","(1073.3381547865276, 577.3819039541321)","(1058.5334905825755, 551.4737415972158)","(1106.6486492454198, 540.3702434442517)","(1128.8556455513478, 544.0714094952398)","(1147.3614758062881, 544.0714094952398)","(1173.2696381632043, 562.57723975018)","(1147.3614758062881, 562.57723975018)","(1128.8556455513478, 562.57723975018)","(1106.6486492454198, 558.8760736991919)"
99,6,0.2502499999999998,0:00:00.250250,0,"(847.8211197387869, 407.2503195251815)","(851.5233953708341, 462.7844540058881)","(855.2256710028812, 518.3185884865946)","(870.0347735310696, 570.1504473352542)","(903.3552542194935, 618.2800305518665)","(947.7825618040588, 647.8982356082433)","(1003.3166962847654, 673.8141650325731)","(1062.553106397519, 692.3255431928086)","(1118.0872408782257, 696.0278188248557)","(1166.216824094838, 688.6232675607615)","(1199.537304783262, 662.7073381364318)","(1225.4532342075918, 629.3868574480078)","(1240.26233673578, 588.6618254954897)","(1251.3691636319213, 547.9367935429715)","(1251.3691636319213, 503.50948595840623)","(1251.3691636319213, 459.082178373841)","(1247.6668879998742, 418.35714642132285)","(932.9734592758704, 366.5252875726634)","(962.5916643322472, 340.6093581483336)","(999.6144206527183, 318.395704356051)","(1044.0417282372835, 318.395704356051)","(1084.7667601898017, 329.50253125219234)","(1147.7054459346025, 333.2048068842394)","(1177.3236509909793, 325.8002556201452)","(1206.9418560473562, 329.50253125219234)","(1229.1555098396389, 344.31163378038076)","(1236.560061103733, 373.9298388367576)","(1121.7895165102727, 373.9298388367576)","(1125.4917921423198, 399.8457682610873)","(1132.896343406414, 422.05942205336993)","(1140.3008946705083, 444.27307584565256)","(1077.3622089257076, 477.5935565340765)","(1103.2781383500371, 481.2958321661236)","(1129.1940677743669, 488.7003834302178)","(1147.7054459346025, 484.99810779817074)","(1166.216824094838, 477.5935565340765)","(988.507593756577, 392.4412169969931)","(1010.7212475488597, 385.0366657328989)","(1032.9349013411422, 385.0366657328989)","(1051.4462795013778, 388.738941364946)","(1032.9349013411422, 392.4412169969931)","(1010.7212475488597, 392.4412169969931)","(1155.1099971986966, 396.1434926290402)","(1173.6213753589323, 388.738941364946)","(1192.1327535191676, 392.4412169969931)","(1206.9418560473562, 399.8457682610873)","(1192.1327535191676, 403.54804389313443)","(1173.6213753589323, 399.8457682610873)","(1040.3394526052364, 555.3413448070658)","(1069.9576576616132, 533.1276910147831)","(1099.57586271799, 529.425415382736)","(1121.7895165102727, 533.1276910147831)","(1140.3008946705083, 529.425415382736)","(1162.5145484627908, 540.5322422788773)","(1177.3236509909793, 562.7458960711599)","(1162.5145484627908, 584.9595498634426)","(1140.3008946705083, 588.6618254954897)","(1121.7895165102727, 588.6618254954897)","(1099.57586271799, 588.6618254954897)","(1069.9576576616132, 577.5549985993483)","(1051.4462795013778, 551.6390691750186)","(1099.57586271799, 544.2345179109244)","(1121.7895165102727, 544.2345179109244)","(1140.3008946705083, 544.2345179109244)","(1169.9190997268852, 562.7458960711599)","(1140.3008946705083, 566.448171703207)","(1121.7895165102727, 566.448171703207)","(1099.57586271799, 562.7458960711599)"
99,7,0.2919583333333331,0:00:00.291958,0,"(840.5966178733511, 407.3375681324609)","(844.2996866745552, 459.18053134931955)","(851.7058242769637, 514.7265633673824)","(870.2211682829846, 566.5695265842411)","(903.5487874938223, 611.0063521986913)","(947.9856131082726, 644.333971409529)","(1003.5316451263354, 666.5523842167541)","(1059.0776771443982, 685.0677282227751)","(1114.6237091624612, 688.7707970239793)","(1162.7636035781156, 677.6615906203667)","(1196.0912227889532, 651.7401090119374)","(1218.3096355961784, 618.4124898010997)","(1236.8249796021994, 581.3818017890578)","(1247.9341860058119, 540.6480449758117)","(1247.9341860058119, 499.91428816256564)","(1244.2311172046077, 455.47746254811534)","(1240.5280484034035, 414.74370573486925)","(925.7672003010474, 366.6038113192148)","(951.6886819094768, 340.68232971078544)","(992.4224387227229, 318.46391690356035)","(1036.859264337173, 318.46391690356035)","(1081.2960899516233, 329.57312330717286)","(1140.5451907708905, 329.57312330717286)","(1170.169741180524, 322.1669857047645)","(1199.7942915901574, 325.8700545059687)","(1225.7157731985867, 344.38539851198965)","(1233.1219108009952, 374.00994892162316)","(1114.6237091624612, 374.00994892162316)","(1122.0298467648695, 396.2283617288483)","(1129.4359843672778, 418.44677453607346)","(1136.8421219696863, 440.66518734329856)","(1073.889952349215, 473.9928065541363)","(1099.8114339576443, 481.39894415654464)","(1122.0298467648695, 488.80508175895307)","(1144.2482595720946, 481.39894415654464)","(1162.7636035781156, 477.6958753553405)","(981.3132323191103, 388.82222412643995)","(1003.5316451263354, 385.11915532523574)","(1025.7500579335606, 381.4160865240315)","(1044.2654019395816, 388.82222412643995)","(1025.7500579335606, 392.5252929276441)","(1007.2347139275396, 392.5252929276441)","(1147.9513283732988, 392.5252929276441)","(1170.169741180524, 388.82222412643995)","(1188.685085186545, 388.82222412643995)","(1203.4973603913618, 399.9314305300525)","(1184.9820163853408, 399.9314305300525)","(1166.4666723793198, 399.9314305300525)","(1040.5623331383774, 551.7572513794242)","(1070.1868835480109, 529.5388385721991)","(1099.8114339576443, 522.1327009697908)","(1122.0298467648695, 529.5388385721991)","(1136.8421219696863, 525.835769770995)","(1159.0605347769115, 536.9449761746075)","(1170.169741180524, 562.8664577830368)","(1155.357465975707, 581.3818017890578)","(1136.8421219696863, 588.7879393914661)","(1118.3267779636653, 588.7879393914661)","(1096.1083651564402, 585.084870590262)","(1066.4838147468067, 573.9756641866494)","(1051.67153954199, 551.7572513794242)","(1099.8114339576443, 540.6480449758117)","(1122.0298467648695, 544.3511137770159)","(1136.8421219696863, 544.3511137770159)","(1159.0605347769115, 559.1633889818327)","(1136.8421219696863, 562.8664577830368)","(1118.3267779636653, 562.8664577830368)","(1096.1083651564402, 559.1633889818327)"
99,8,0.3336666666666664,0:00:00.333667,0,"(792.7307609096026, 385.6528026046716)","(799.8724794763558, 439.2156918553204)","(807.014198043109, 496.34944038934583)","(821.2976351766154, 546.3414703566181)","(857.0062280103813, 592.7626410405137)","(903.4273986942769, 621.3295153075264)","(960.5611472283023, 646.3255302911625)","(1017.6948957623277, 660.6089674246689)","(1071.2577850129765, 664.1798267080454)","(1117.6789556968722, 653.4672488579157)","(1146.245829963885, 628.4712338742796)","(1171.241844947521, 596.3335003238902)","(1185.5252820810274, 560.6249074901244)","(1196.2378599311571, 521.345455372982)","(1199.8087192145338, 478.49514397246287)","(1196.2378599311571, 432.07397328856723)","(1192.6670006477805, 392.7945211714247)","(878.4313837106408, 346.3733504875291)","(903.4273986942769, 321.377335503893)","(942.7068508114194, 303.52303908701003)","(985.5571622119385, 299.95217980363344)","(1024.836614329081, 310.6647576537632)","(1085.5412221464828, 310.6647576537632)","(1114.1080964134956, 303.52303908701003)","(1142.6749706805083, 307.0938983703866)","(1167.6709856641444, 321.377335503893)","(1178.3835635142743, 346.3733504875291)","(1060.5452071628467, 353.51506905428226)","(1067.6869257296, 374.9402247545418)","(1074.828644296353, 392.7945211714247)","(1078.3995035797298, 414.21967687168427)","(1024.836614329081, 446.35741042207354)","(1046.2617700293404, 453.4991289888267)","(1071.2577850129765, 460.6408475555799)","(1092.6829407132361, 453.4991289888267)","(1106.9663778467425, 446.35741042207354)","(928.423413677913, 371.3693654711652)","(953.4194286615491, 367.79850618778863)","(971.2737250784321, 364.22764690441204)","(992.6988807786917, 367.79850618778863)","(974.8445843618086, 371.3693654711652)","(953.4194286615491, 374.9402247545418)","(1092.6829407132361, 371.3693654711652)","(1114.1080964134956, 367.79850618778863)","(1131.9623928303786, 367.79850618778863)","(1146.245829963885, 374.9402247545418)","(1131.9623928303786, 378.5110840379184)","(1114.1080964134956, 374.9402247545418)","(999.8405993454448, 528.4871739397352)","(1024.836614329081, 503.491158956099)","(1049.832629312717, 496.34944038934583)","(1071.2577850129765, 499.9202996727224)","(1085.5412221464828, 499.9202996727224)","(1106.9663778467425, 510.63287752285214)","(1124.8206742636255, 535.6288925064882)","(1106.9663778467425, 549.9123296399946)","(1089.1120814298595, 557.0540482067478)","(1071.2577850129765, 557.0540482067478)","(1053.4034885960937, 553.4831889233712)","(1028.4074736124576, 546.3414703566181)","(1010.5531771955746, 528.4871739397352)","(1053.4034885960937, 514.2037368062288)","(1071.2577850129765, 514.2037368062288)","(1085.5412221464828, 514.2037368062288)","(1114.1080964134956, 532.0580332231117)","(1089.1120814298595, 532.0580332231117)","(1071.2577850129765, 535.6288925064882)","(1053.4034885960937, 532.0580332231117)"
99,9,0.3753749999999997,0:00:00.375375,0,"(810.7750895711672, 392.6623752183231)","(814.4108523046702, 447.198816220868)","(818.0466150381732, 505.3710199569159)","(836.2254287056882, 556.2716982259578)","(872.5830560407181, 599.9008510279937)","(919.847971576257, 628.9869528960177)","(974.3844125788019, 654.4372920305385)","(1032.5566163148496, 672.6161056980535)","(1087.0930573173946, 672.6161056980535)","(1134.3579728529335, 665.3445802310475)","(1167.0798374544604, 636.2584783630236)","(1192.5301765889815, 603.5366137614967)","(1207.0732275229934, 567.1789864264667)","(1217.9805157235023, 523.5498336244309)","(1221.6162784570054, 483.55644355589794)","(1214.3447529899993, 439.92729075386205)","(1210.7089902564962, 399.93390068532915)","(898.033395175239, 352.6689851497902)","(927.119497043263, 327.21864601526926)","(963.4771243782928, 309.0398323477543)","(1007.1062771803288, 305.40406961425134)","(1043.4639045153588, 316.3113578147603)","(1105.2718709849096, 316.3113578147603)","(1134.3579728529335, 309.0398323477543)","(1163.4440747209574, 316.3113578147603)","(1188.8944138554784, 327.21864601526926)","(1196.1659393224843, 352.6689851497902)","(1083.4572945838916, 359.9405106167962)","(1087.0930573173946, 381.75508701781416)","(1094.3645827844007, 399.93390068532915)","(1101.6361082514065, 421.74847708634707)","(1043.4639045153588, 454.470341687874)","(1065.2784809163766, 461.74186715487997)","(1094.3645827844007, 469.01339262188594)","(1112.5433964519157, 465.37762988838296)","(1130.7222101194304, 454.470341687874)","(948.9340734442809, 381.75508701781416)","(970.7486498452988, 374.4835615508082)","(992.5632262463168, 370.8477988173052)","(1010.7420399138318, 374.4835615508082)","(992.5632262463168, 381.75508701781416)","(974.3844125788019, 381.75508701781416)","(1112.5433964519157, 378.1193242843112)","(1134.3579728529335, 374.4835615508082)","(1152.5367865204485, 374.4835615508082)","(1167.0798374544604, 381.75508701781416)","(1152.5367865204485, 385.39084975131715)","(1134.3579728529335, 381.75508701781416)","(1014.3778026473348, 541.7286472919458)","(1043.4639045153588, 512.6425454239219)","(1068.9142436498796, 505.3710199569159)","(1087.0930573173946, 509.0067826904189)","(1105.2718709849096, 505.3710199569159)","(1123.4506846524246, 519.9140708909279)","(1141.6294983199396, 545.3644100254488)","(1127.0864473859276, 563.5432236929638)","(1105.2718709849096, 567.1789864264667)","(1090.7288200508976, 567.1789864264667)","(1072.5500063833827, 563.5432236929638)","(1043.4639045153588, 556.2716982259578)","(1028.9208535813468, 538.0928845584428)","(1068.9142436498796, 523.5498336244309)","(1087.0930573173946, 523.5498336244309)","(1101.6361082514065, 523.5498336244309)","(1130.7222101194304, 541.7286472919458)","(1105.2718709849096, 545.3644100254488)","(1090.7288200508976, 545.3644100254488)","(1072.5500063833827, 541.7286472919458)"
