video_id,frame_seq,time_seconds,time_datetime,instance_ref,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
24,0,0.0,0:00:00,0,"(457.8135387482064, 444.1065465701164)","(467.4084332728694, 501.6759137180944)","(479.7447262331504, 556.5038824304545)","(497.56381606466744, 611.3318511428146)","(526.3484996386564, 660.6770229839386)","(564.7280777373085, 699.0566010825906)","(616.8146480140506, 727.8412846565797)","(678.4961128154556, 741.5482768346697)","(744.2896752702877, 733.3240815278157)","(799.1176439826477, 712.7635932606806)","(836.1265228634908, 675.7547143798377)","(862.1698080018617, 630.5216401921406)","(873.1354017443338, 579.8057691332075)","(875.8768001799518, 524.9778004208474)","(871.7647025265247, 470.1498317084874)","(862.1698080018617, 416.69256221393636)","(849.8335150415808, 364.60599193719435)","(501.6759137180944, 392.0199762933743)","(520.8657027674204, 355.01109741253134)","(557.8745816482635, 338.5627067988233)","(597.6248589647246, 337.1920075810143)","(636.0044370633766, 345.4162028878683)","(708.6514956072537, 324.8557146207333)","(737.4361791812427, 301.55382791798024)","(768.9622611908496, 286.4761365220813)","(803.2297416360747, 289.21753495769923)","(821.0488314675918, 315.2608200960703)","(682.6082104688826, 371.45948802623934)","(692.2031049935456, 404.35626925365534)","(703.1686987360176, 438.6237496988804)","(714.1342924784897, 472.8912301441054)","(659.3063237661296, 503.04661293590345)","(686.7203081223096, 505.78801137152146)","(715.5049916962986, 508.5294098071395)","(737.4361791812427, 496.19311684685846)","(756.6259682305687, 482.4861246687684)","(556.5038824304545, 411.2097653427004)","(578.4350699153985, 396.13207394680137)","(600.3662574003425, 389.2785778577563)","(626.4095425387136, 394.76137472899234)","(605.8490542715786, 407.09766768927335)","(582.5471675688256, 412.58046456050937)","(727.8412846565797, 370.0887888084303)","(748.4017729237147, 352.26969897691333)","(768.9622611908496, 348.1576013234863)","(789.5227494579847, 353.6403981947223)","(774.4450580620856, 363.2352927193853)","(753.8845697949507, 368.71808959062133)","(637.3751362811855, 594.8834605291065)","(666.1598198551746, 570.2108746085445)","(697.6859018647816, 556.5038824304545)","(719.6170893497257, 555.1331832126455)","(738.8068783990517, 546.9089879057915)","(763.4794643196137, 545.5382886879825)","(786.7813510223667, 553.7624839948365)","(770.3329604086587, 572.9522730441626)","(752.5138705771417, 586.6592652222525)","(730.5826830921976, 594.8834605291065)","(707.2807963894446, 600.3662574003425)","(674.3840151620286, 601.7369566181516)","(648.3407300236576, 590.7713628756795)","(699.0566010825906, 577.0643706975895)","(720.9877885675346, 572.9522730441626)","(742.9189760524787, 566.0987769551175)","(777.1864564977037, 556.5038824304545)","(745.6603744880966, 563.3573785194995)","(725.0998862209616, 571.5815738263535)","(703.1686987360176, 574.3229722619715)"
24,1,0.0333666666666666,0:00:00.033367,0,"(449.42594982970115, 446.7103851781622)","(458.9304261100876, 502.37946053471126)","(472.50824936778247, 555.3329712397214)","(492.87498425432483, 606.928699618962)","(521.3884130954841, 654.4510810208941)","(559.4063182170298, 693.8267684682094)","(606.928699618962, 720.9824149835991)","(666.6711219528196, 731.8446735897551)","(733.2024559155245, 726.413544286677)","(787.5137489463042, 704.6890270743653)","(824.1738717420803, 670.744468930128)","(848.6139536059312, 627.2954345055043)","(860.8339945378566, 577.0574884520332)","(864.9073415151651, 524.1039777470231)","(862.191776863626, 468.434902390474)","(854.0450829090091, 415.4813916854639)","(840.4672596513143, 362.5278809804538)","(496.9483312316333, 382.89461586699616)","(515.9572837924062, 351.66562237429787)","(549.9018419366435, 335.372234465064)","(589.2775293839586, 334.0144521392945)","(624.5798698539653, 339.4455814423725)","(700.6156800970568, 319.0788465558301)","(729.1291089382161, 297.3543293435183)","(760.3581024309143, 282.4187237600539)","(794.3026605751515, 283.77650608582337)","(811.953830810155, 309.5743702754437)","(674.8178159074365, 366.60122795776226)","(684.3222921878229, 399.18800377623)","(693.8267684682094, 433.13256192046725)","(704.6890270743653, 468.434902390474)","(651.7355163693552, 495.59054890586384)","(680.2489452105144, 499.6638958831723)","(708.7623740516738, 501.02167820894175)","(729.1291089382161, 490.1594196027859)","(746.7802791732195, 476.58159634509093)","(549.9018419366435, 407.334697730847)","(570.2685768231858, 392.3990921473826)","(593.3508763612671, 384.25239819276567)","(617.790958225118, 391.0413098216131)","(598.7820056643451, 401.903568427769)","(574.3419238004942, 408.6924800566165)","(719.6246326578297, 365.24344563199276)","(741.3491498701414, 348.9500577227589)","(761.7158847566839, 342.16114609391144)","(780.7248373174567, 348.9500577227589)","(767.1470140597618, 358.45453400314534)","(745.4224968474499, 363.8856633062233)","(627.2954345055043, 585.2041824066501)","(655.8088633466637, 559.4063182170298)","(687.0378568393619, 545.828494959335)","(710.1201563774432, 544.4707126335654)","(731.8446735897551, 536.3240186789485)","(757.6425377793754, 536.3240186789485)","(780.7248373174567, 547.1862772851044)","(764.4314494082228, 566.1952298458773)","(745.4224968474499, 579.7730531035722)","(722.3401973093686, 586.5619647324196)","(697.9001154455178, 591.9930940354976)","(663.9555573012806, 594.7086586870366)","(639.5154754374297, 581.1308354293417)","(689.7534214909009, 566.1952298458773)","(712.8357210289822, 562.1218828685688)","(735.9180205670635, 555.3329712397214)","(769.8625787113008, 548.5440596108739)","(738.6335852186025, 555.3329712397214)","(716.9090680062907, 563.4796651943383)","(692.4689861424398, 567.5530121716467)"
24,2,0.0667333333333332,0:00:00.066733,0,"(452.7534377150475, 441.8107564409678)","(462.3282838298672, 497.8919979706262)","(476.00663542246684, 553.9732395002846)","(496.52416281136624, 608.6866458706832)","(525.2487011558254, 657.9287116040418)","(564.9159207743644, 698.9637663818406)","(612.790151348463, 727.6883047262999)","(674.3427335151613, 741.3666563188995)","(737.2631508411196, 735.8953156818596)","(790.6087220522581, 715.3777882929602)","(827.540271352277, 679.8140741522012)","(853.5291393782163, 634.6755138966224)","(865.839655811556, 579.9621075262239)","(871.3109964485959, 523.8808659965655)","(868.575326130076, 466.4317893076471)","(859.0004800152562, 411.7183829372486)","(843.9542932633966, 358.37281172611006)","(499.2598331298862, 388.4651852298292)","(518.4095253595257, 354.26930624833017)","(553.9732395002846, 337.85528433721066)","(595.0082942780836, 336.4874491779507)","(633.3076787373625, 344.69446013351046)","(704.4351070188804, 324.176932744611)","(731.7918102040798, 300.92373503719165)","(763.2520188670588, 285.87754828533207)","(796.080062689298, 285.87754828533207)","(815.2297549189374, 310.4985811520114)","(678.4462389929412, 369.31549300018975)","(689.3889202670209, 402.14353682242887)","(698.9637663818406, 436.3394158039279)","(709.9064476559204, 471.90312994468695)","(657.9287116040418, 500.62766828914613)","(685.285414789241, 504.731173766926)","(712.6421179744402, 504.731173766926)","(734.5274805225997, 493.78849249284633)","(752.3093375929792, 480.11014090024673)","(555.3410746595446, 408.98271261872867)","(575.858602048444, 393.9365258668691)","(597.7439645966034, 387.0973500705693)","(623.7328326225427, 392.5686907076091)","(603.2153052336433, 403.51137198168885)","(579.9621075262239, 410.35054777798865)","(724.9526344077799, 367.9476578409298)","(745.4701617966793, 351.53363592981026)","(765.9876891855788, 344.69446013351046)","(785.1373814152182, 351.53363592981026)","(771.4590298226186, 361.10848204463)","(749.5736672744592, 366.57982268166984)","(636.0433490558823, 593.6404591188235)","(663.4000522410817, 566.2837559336243)","(693.4924257448008, 552.6054043410247)","(716.7456234522201, 552.6054043410247)","(738.6309860003795, 543.030558226205)","(761.8841837077989, 541.662723066945)","(783.7695462559583, 553.9732395002846)","(770.0911946633587, 573.1229317299242)","(752.3093375929792, 588.1691184817837)","(729.0561398855598, 596.3761294373435)","(705.8029421781405, 600.4796349151234)","(671.6070631966414, 601.8474700743833)","(648.353865489222, 588.1691184817837)","(696.2280960633208, 574.4907668891841)","(719.4812937707401, 570.3872614114042)","(741.3666563188995, 562.1802504558444)","(774.1947001411386, 555.3410746595446)","(746.8379969559393, 563.5480856151044)","(723.58479924852, 571.7550965706641)","(701.6994367003606, 574.4907668891841)"
24,3,0.1000999999999998,0:00:00.100100,0,"(456.1451172078051, 438.23005218151667)","(464.41360875839973, 496.10949303567924)","(476.81634608429175, 552.6108519647428)","(497.4875749607784, 607.7341289687071)","(526.4272953878597, 660.1012421224732)","(563.6355073655357, 702.8217818005456)","(614.6245385942026, 733.139584152726)","(676.6382252236625, 748.2984853288162)","(740.0299937782215, 745.542321478618)","(792.3971069319878, 726.2491745272305)","(829.6053189096637, 691.7971263997528)","(857.1669574116459, 644.9423409463831)","(870.9477766626369, 591.1971458675177)","(875.0820224379343, 531.9396230882561)","(873.7039405128352, 472.6821003089944)","(864.0573670371414, 417.55882330503005)","(848.8984658610511, 362.4355463010657)","(502.9999026611748, 389.99718480304784)","(520.9149676874632, 356.92321860066926)","(556.74509774004, 340.38623549947994)","(596.7094735679142, 339.00815357438086)","(635.2957674706893, 344.52048127477724)","(709.7121914260412, 323.8492523982906)","(738.6519118531224, 303.178023521804)","(770.347796130402, 286.6410404206147)","(803.4217623327805, 288.0191223457138)","(821.336827359069, 314.2026789225969)","(683.5286348491582, 372.08211977675944)","(694.5532902499509, 405.1560859791381)","(704.1998637256447, 439.6081341066158)","(715.2245191264376, 475.4382641591926)","(661.4793240475724, 504.3779845862739)","(689.0409625495545, 508.51223036157126)","(717.9806829766359, 509.89031228667034)","(740.0299937782215, 497.4875749607784)","(757.94505880451, 485.0848376348864)","(558.1231796651392, 410.6684136795345)","(580.1724904667249, 398.2656763536425)","(602.2218012683106, 389.99718480304784)","(628.4053578451937, 395.5095125034443)","(607.7341289687071, 406.53416790423717)","(584.3067362420222, 413.42457752973274)","(729.0053383774286, 370.70403785166036)","(751.0546491790144, 354.16705475047104)","(770.347796130402, 350.0328089751737)","(789.6409430817895, 355.5451366755701)","(775.8601238307984, 365.1917101512639)","(753.8108130292127, 370.70403785166036)","(643.564259021284, 599.4656374181125)","(671.1258975232661, 574.6601627663284)","(701.4436998754466, 560.8793435153374)","(723.4930106770322, 559.5012615902383)","(742.7861576284198, 551.2327700396436)","(766.2135503551046, 549.8546881145445)","(788.2628611566904, 559.5012615902383)","(774.4820419056992, 582.9286543169231)","(755.1888949543118, 598.0875554930134)","(734.5176660778251, 606.356047043608)","(712.4683552762394, 610.4902928189053)","(679.3943890738608, 610.4902928189053)","(655.966996347176, 596.7094735679142)","(704.1998637256447, 580.1724904667249)","(726.2491745272305, 576.0382446914276)","(745.542321478618, 569.1478350659321)","(777.2382057558975, 562.2574254404365)","(749.6765672539153, 573.2820808412293)","(729.0053383774286, 581.5505723918241)","(708.3341095009421, 584.3067362420222)"
24,4,0.1334666666666664,0:00:00.133467,0,"(455.8017046380566, 446.16239366383786)","(466.8180600371637, 501.2441706593734)","(480.58850428604757, 556.325947654909)","(499.86712623448506, 610.0306802255561)","(527.4080147322528, 660.9813239464265)","(564.5882142042393, 700.9156122681898)","(614.1618135002212, 732.5876340406227)","(674.7517681953103, 750.4892115641718)","(739.4728561650646, 746.3580782895066)","(794.5546331606001, 727.0794563410691)","(833.111877057475, 692.6533457188594)","(859.2757211303544, 644.4567908477658)","(870.2920765294615, 587.9979694273419)","(874.4232098041267, 531.5391480069179)","(870.2920765294615, 472.32623773671725)","(860.6527655552428, 415.8674163162933)","(846.8823213063589, 362.1626837456462)","(501.2441706593734, 392.4576610931907)","(517.7687037580341, 358.031550470981)","(554.9489032300206, 341.5070173723204)","(596.2602359766722, 338.7529285225436)","(634.8174798735471, 347.0151950718739)","(707.8008343926317, 324.9824842736597)","(739.4728561650646, 301.5727290505571)","(771.1448779374975, 285.04819595189645)","(805.5709885597073, 287.8022848016732)","(822.0955216583679, 316.72021772432936)","(681.6369903197523, 374.55608356964166)","(692.6533457188594, 407.605149766963)","(703.6697011179665, 440.65421596428433)","(714.6860565170737, 476.4573710113824)","(660.9813239464265, 505.3753039340386)","(688.5222124441942, 510.88348163359217)","(717.4401453668504, 513.6375704833689)","(739.4728561650646, 501.2441706593734)","(757.3744336886136, 486.09668198560115)","(556.325947654909, 414.49037189140495)","(576.9816140282348, 399.3428832176327)","(600.3913692513374, 392.4576610931907)","(625.1781688993284, 397.9658387927443)","(605.8995469508909, 410.3592386167398)","(581.1127473029, 417.24446074118174)","(728.4565007659576, 371.8019947198649)","(749.1121671392833, 355.2774616212042)","(769.7678335126092, 348.3922394967623)","(787.6694110361582, 356.65450604609265)","(775.2760112121628, 366.29381702031134)","(753.2433004139485, 371.8019947198649)","(644.4567908477658, 599.014324826449)","(670.6206349206452, 576.9816140282348)","(699.5385678433014, 563.2111697793509)","(721.5712786415156, 563.2111697793509)","(739.4728561650646, 556.325947654909)","(762.8826113881672, 556.325947654909)","(786.2923666112698, 564.5882142042393)","(771.1448779374975, 586.6209250024535)","(753.2433004139485, 600.3913692513374)","(732.5876340406227, 608.6536358006678)","(710.5549232424084, 611.4077246504445)","(678.8829014699755, 612.7847690753329)","(656.8501906717613, 594.8831915517839)","(703.6697011179665, 579.7357028780116)","(724.3253674912924, 575.6045696033464)","(743.6039894397298, 570.0963919037929)","(775.2760112121628, 567.342303054016)","(746.3580782895066, 578.3586584531232)","(727.0794563410691, 585.2438805775652)","(706.4237899677433, 586.6209250024535)"
24,5,0.166833333333333,0:00:00.166833,0,"(451.08179828660025, 449.7190133975169)","(464.70964717743414, 505.59319384993563)","(481.0630658464347, 558.7418045241876)","(500.1420542936021, 609.1648454202729)","(528.7605369643532, 656.8623165381913)","(566.9185138586879, 696.3830783216094)","(614.6159849766065, 725.0015609923605)","(674.5785200962754, 738.6294098831944)","(737.266624994111, 734.5410552159442)","(789.0524507792796, 715.4620667687768)","(825.847642784531, 681.3924445416923)","(850.377770788032, 635.0577583128572)","(861.280049900699, 581.9091476386052)","(865.3684045679491, 526.0349671861865)","(862.6428347897823, 468.7980018446843)","(854.466125455282, 412.9238213922655)","(840.8382765644483, 359.7752107180135)","(491.9653449591018, 392.4820480560147)","(509.68154851718583, 357.04964093984677)","(546.4767405224372, 339.33343738176274)","(587.3602871949387, 337.97065249267933)","(626.8810489783568, 344.7845769380963)","(699.1086480997762, 324.3428036018455)","(729.0899156596107, 301.175460487428)","(760.4339681085286, 284.82204181842735)","(793.1408054465298, 287.54761159659415)","(809.4942241155304, 313.4405244891784)","(673.215735207192, 370.6774898306806)","(682.7552294307757, 403.3843271686818)","(693.6575085434428, 436.091164506683)","(704.5597876561098, 470.1607867337677)","(652.7739618709412, 500.1420542936021)","(680.0296596526089, 504.2304089608523)","(710.0109272124433, 505.59319384993563)","(731.8154854377775, 493.3281298481852)","(749.5316889958615, 479.70028095735137)","(550.5650951896873, 410.19825161409875)","(571.0068685259381, 397.93318761234826)","(592.8114267512723, 389.756478277848)","(618.7043396438565, 393.8448329450981)","(599.6253511966892, 406.1098969468486)","(576.4580080822717, 411.5610365031821)","(720.9132063251104, 367.9519200525138)","(741.3549796613612, 351.5985013835132)","(760.4339681085286, 347.510146716263)","(779.512956555696, 352.96128627259657)","(765.8851076648621, 362.50078049618025)","(745.4433343286113, 366.58913516343046)","(637.7833280910239, 594.1742116403557)","(663.6762409836083, 569.6440836368547)","(692.2947236543594, 556.0162347460209)","(714.0992818796935, 554.6534498569375)","(734.5410552159442, 546.4767405224372)","(757.7083983303618, 546.4767405224372)","(780.8757414447794, 557.3790196351042)","(767.2478925539455, 577.820792971355)","(749.5316889958615, 591.4486418621889)","(727.7271307705273, 598.2625663076058)","(704.5597876561098, 603.7137058639394)","(673.215735207192, 606.439275642106)","(651.4111769818578, 590.0858569731055)","(695.020293432526, 573.7324383041049)","(716.8248516578602, 569.6440836368547)","(737.266624994111, 562.8301591914378)","(769.9734623321123, 558.7418045241876)","(742.7177645504446, 565.5557289696046)","(722.2759912141938, 573.7324383041049)","(700.4714329888596, 576.4580080822717)"
24,6,0.2001999999999996,0:00:00.200200,0,"(461.8961829647174, 456.3478804666428)","(472.9927879608668, 510.4438298228709)","(488.2506198305722, 564.5397791790991)","(509.0567541983522, 615.86157728629)","(539.572417937763, 663.0221485199247)","(578.4105354242859, 703.2473416309662)","(626.9581822824393, 732.3759297458582)","(689.3765853857794, 747.6337616155637)","(754.569139738157, 739.3113078684516)","(810.0521647189039, 719.8922491251902)","(846.1161309563893, 685.2153585122235)","(869.6964165732066, 638.0547872785886)","(879.4059459448374, 583.9588379223604)","(882.1800971938748, 527.088737317095)","(876.6317946958001, 470.21863671182945)","(866.9222653241694, 414.7356117310826)","(850.2773578299453, 360.6396623748545)","(500.73430045124024, 400.86485548589593)","(517.3792079454643, 364.80088924841044)","(553.4431741829497, 348.1559817541864)","(592.2812916694725, 345.3818305051491)","(631.1194091559953, 352.31720862774245)","(708.7956441290409, 330.1239986354437)","(739.3113078684516, 306.5437130186263)","(772.6011228568998, 289.89880552440223)","(807.2780134698666, 291.2858811489209)","(826.6970722131279, 319.0273936392943)","(679.6670560141488, 378.67164549359717)","(690.7636610102982, 411.96146048204525)","(700.4731903819288, 445.2512754704934)","(711.5697953780782, 481.3152417079788)","(661.6350728954061, 510.4438298228709)","(689.3765853857794, 514.6050566964269)","(718.5051735006716, 514.6050566964269)","(740.6983834929703, 502.1213760757589)","(758.7303666117131, 488.2506198305722)","(557.6044010565057, 420.2839142291573)","(577.0234597997671, 405.02608235945195)","(600.6037454165845, 398.0907042368586)","(626.9581822824393, 403.6390067349333)","(606.1520479146592, 416.1226873556013)","(582.5717622978418, 421.67098985367596)","(729.6017784968209, 377.2845698690785)","(750.407912864601, 359.2525867503358)","(772.6011228568998, 352.31720862774245)","(792.0201816001611, 357.86551112581714)","(778.1494253549744, 370.34919174648513)","(755.9562153626757, 375.8974942445598)","(650.5384678992567, 603.3778966656218)","(674.1187535160741, 577.0234597997671)","(701.8602660064475, 561.7656279300618)","(725.4405516232649, 560.378552305543)","(744.8596103665263, 552.056098558431)","(768.4398959833437, 552.056098558431)","(794.7943328491984, 561.7656279300618)","(779.5365009794931, 578.4105354242859)","(761.5045178607504, 592.2812916694725)","(739.3113078684516, 600.6037454165845)","(715.7310222516343, 606.1520479146592)","(683.8282828877047, 608.9261991636965)","(660.2479972708874, 597.8295941675472)","(704.6344172554849, 581.1846866733231)","(728.2147028723023, 577.0234597997671)","(749.0208372400823, 570.0880816771738)","(785.0848034775678, 563.1527035545804)","(754.569139738157, 568.7010060526551)","(733.763005370377, 577.0234597997671)","(711.5697953780782, 579.7976110488045)"
24,7,0.2335666666666662,0:00:00.233567,0,"(450.19415875090465, 450.19415875090465)","(459.7727578732643, 504.9290108786742)","(473.4564709052067, 558.2954917032495)","(495.3504117563145, 611.6619725278248)","(524.0862091233936, 662.2917107460116)","(561.0322343096379, 701.9744785386446)","(611.6619725278248, 729.3419046025293)","(673.2386811715655, 741.6572463312775)","(736.1837611185006, 734.8153898153064)","(790.9186132462702, 714.2898202673928)","(826.4962671293204, 682.8172802939253)","(852.4953218900109, 639.0293985917097)","(863.4422923155648, 585.6629177671343)","(866.1790349219533, 529.5596943361705)","(863.4422923155648, 472.08809960201245)","(855.2320644963994, 415.98487617104865)","(840.1799801612627, 361.2500240432791)","(491.2452978467318, 391.3541927135523)","(510.40249609145116, 359.88165274008486)","(544.6117786713071, 343.461197101754)","(582.9261751607459, 342.0928257985598)","(619.8722003469902, 346.1979397081425)","(696.5009933258676, 325.67237016022887)","(726.6051619961409, 303.77842930912107)","(759.4460732728027, 287.35797367079016)","(793.6553558526587, 288.72634497398445)","(812.812554097378, 313.3570284314807)","(670.501938565177, 373.56536577202723)","(680.0805376875368, 406.406277048689)","(691.0275081130907, 439.2471883253507)","(700.6061072354504, 473.4564709052067)","(649.9763690172636, 503.56063957547997)","(677.3437950811483, 507.6657534850627)","(706.0795924482273, 509.0341247882569)","(727.9735332993351, 496.7187830595087)","(745.7623602408603, 483.03507002756635)","(547.3485212776956, 415.98487617104865)","(567.8740908256092, 402.3011631391063)","(591.1364029799113, 394.09093531994085)","(617.1354577406017, 399.5644205327178)","(596.6098881926882, 410.5113909582717)","(573.3475760383861, 415.98487617104865)","(717.0265628737812, 372.196994468833)","(738.920503724889, 355.77653883050215)","(759.4460732728027, 350.3030536177252)","(779.9716428207162, 355.77653883050215)","(766.2879297887738, 365.3551379528618)","(743.0256176344718, 370.82862316563876)","(630.8191707725442, 591.1364029799113)","(656.8182255332347, 567.8740908256092)","(686.922394203508, 554.1903777936668)","(710.18470635781, 552.8220064904725)","(730.7102759057236, 544.6117786713071)","(756.7093306664142, 543.2434073681129)","(779.9716428207162, 554.1903777936668)","(766.2879297887738, 571.9792047351918)","(747.1307315440545, 585.6629177671343)","(725.2367906929467, 593.8731455862998)","(700.6061072354504, 597.9782594958824)","(667.7651959587886, 599.3466307990767)","(641.7661411980981, 587.0312890703285)","(689.6591368098965, 573.3475760383861)","(712.9214489641985, 569.2424621288034)","(734.8153898153064, 562.4006056128322)","(770.3930436983566, 556.9271204000553)","(740.2888750280833, 562.4006056128322)","(718.3949341769754, 570.6108334319977)","(696.5009933258676, 573.3475760383861)"
24,8,0.2669333333333328,0:00:00.266933,0,"(447.90318238207743, 454.7518548955648)","(460.2307929063548, 510.9109695061617)","(475.2978724360271, 562.9608806086661)","(497.2136244791868, 615.0107917111706)","(524.6083145331365, 662.9514993055825)","(561.5911461059686, 701.3040653811121)","(610.9015882030781, 727.3290209323642)","(672.5396408244649, 738.286896953944)","(734.1776934458517, 732.8079589431542)","(787.5973390510535, 713.6316759053894)","(824.5801706238856, 680.7580478406497)","(850.6051261751378, 638.2962782570278)","(862.9327366994152, 584.8766326518258)","(864.3024712021127, 528.717518041229)","(860.1932676940203, 471.18866892793466)","(851.9748606778353, 416.3992888200353)","(836.9077811481629, 361.6099087121359)","(490.36495196569945, 395.853271279573)","(506.80176599806924, 364.34937771753084)","(539.6753940628089, 347.91256368516105)","(578.0279601383385, 345.17309467976605)","(615.0107917111706, 349.28229818785854)","(691.7159238622296, 328.73628064739626)","(720.4803484188768, 306.82052860423653)","(751.9842419809189, 289.01398006916924)","(786.2276045483561, 287.64424556647174)","(806.7736220888183, 310.92973211232896)","(665.6909683109774, 376.6769882418082)","(675.2791098298599, 409.55061630654785)","(686.2369858514397, 442.42424437128744)","(697.1948618730196, 478.0373414414221)","(646.5146852732126, 506.80176599806924)","(673.9093753271624, 509.5412350034642)","(702.6737998838095, 510.9109695061617)","(724.5895519269693, 498.5833589818843)","(742.3961004620365, 486.25574845760696)","(545.1543320735988, 419.1387578254302)","(564.3306151113636, 405.4414127984554)","(586.2463671545233, 397.2230057822705)","(612.2713227057756, 399.9624747876654)","(593.0950396680107, 410.92035080924535)","(569.8095531221535, 417.7690233227328)","(715.0014104080868, 373.93751923641327)","(734.1776934458517, 358.8704397067409)","(756.0934454890114, 352.0217671932535)","(775.2697285267761, 357.5007052040434)","(761.5723834998014, 367.08884672292584)","(739.6566314566415, 372.56778473371577)","(630.0778712408428, 597.2042431761032)","(653.3633577867, 568.439818619456)","(684.8672513487422, 554.7424735924812)","(708.1527378945995, 553.3727390897837)","(730.0684899377592, 545.1543320735988)","(754.7237109863139, 543.7845975709013)","(778.0091975321711, 557.4819425978761)","(765.6815870078938, 576.658225635641)","(746.505303970129, 591.7253051653133)","(723.2198174242718, 599.9437121814982)","(698.5645963757171, 604.0529156895906)","(664.32123380828, 605.4226501922881)","(641.0357472624227, 593.0950396680107)","(687.6067203541372, 575.2884911329435)","(712.261941402692, 571.179287624851)","(734.1776934458517, 564.3306151113636)","(768.4210560132888, 558.8516771005736)","(739.6566314566415, 567.0700841167586)","(717.7408794134818, 575.2884911329435)","(693.0856583649271, 578.0279601383385)"
24,9,0.3002999999999994,0:00:00.300300,0,"(439.79733755909837, 447.9417326990817)","(452.01393026907334, 500.8803011089732)","(466.94532135904274, 552.4614703288674)","(485.9489100190038, 604.0426395487617)","(513.0968938189482, 652.9090103886615)","(548.3892727588758, 692.2735868985808)","(597.2556435987756, 720.7789698885224)","(658.3386071486503, 734.3529617884946)","(720.7789698885224, 730.2807642185029)","(775.074937488411, 711.2771755585418)","(813.0821148083331, 678.6995949986086)","(841.5874977982747, 635.2628209186977)","(853.8040905082496, 580.966853318809)","(856.5188888882441, 521.2412889589314)","(851.0892921282552, 462.8731237890511)","(841.5874977982747, 405.862357809168)","(828.0135058983025, 351.5663902092793)","(481.87671244901213, 395.00316428919024)","(498.1655027289787, 361.0681845392598)","(533.4578816689063, 346.1367934492904)","(572.8224581788256, 343.421995069296)","(612.187034688745, 348.8515918292848)","(681.4143933786031, 328.4906039793266)","(709.9197763685446, 305.41481774937387)","(742.4973569284779, 287.76862827941005)","(776.4323366784082, 285.05382989941563)","(798.1507237183638, 309.4870153193655)","(654.2664095786587, 374.64217643923195)","(665.1256030986365, 407.21975699916516)","(675.9847966186142, 439.79733755909837)","(686.843990138592, 473.7323173090288)","(637.977619298692, 503.5950994889676)","(663.7682039086392, 506.309897868962)","(692.2735868985808, 506.309897868962)","(713.9919739385363, 495.4507043489843)","(732.9955625984973, 481.87671244901213)","(536.1726800489008, 415.3641521391485)","(556.5336678988591, 401.7901602391763)","(578.2520549388146, 393.645765099193)","(605.4000387387589, 399.0753618591819)","(583.6816516988034, 409.93455537915963)","(560.6058654688508, 415.3641521391485)","(704.4901796085558, 371.9273780592375)","(724.851167458514, 355.6385877792709)","(745.2121553084722, 348.8515918292848)","(766.9305423484277, 352.9237893992765)","(751.9991512584584, 363.7829829192542)","(730.2807642185029, 369.2125796792431)","(618.974030638731, 590.4686476487896)","(644.7646152486782, 564.6780630388424)","(674.627397428617, 551.1040711388702)","(696.3457844685724, 548.3892727588758)","(716.7067723185307, 540.2448776188925)","(742.4973569284779, 540.2448776188925)","(768.287941538425, 551.1040711388702)","(751.9991512584584, 571.4650589888284)","(732.9955625984973, 587.7538492687951)","(709.9197763685446, 595.8982444087784)","(686.843990138592, 599.97044197877)","(654.2664095786587, 599.97044197877)","(631.190623348706, 586.3964500787979)","(677.3421958086115, 568.750260608834)","(700.4179820385641, 564.6780630388424)","(720.7789698885224, 557.8910670888563)","(757.4287480184472, 553.8188695188646)","(726.2085666485112, 564.6780630388424)","(704.4901796085558, 571.4650589888284)","(682.7717925686003, 575.5372565588201)"
