,video_id,frame_seq,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures
0,120,0,0.0,37.4588690388689,156.20343398684085,15.607862099528688,34.47889431915375,46.82358629858618,53.0667311383977,37.45886903886901,124.90191035656191,90.5256001772666,71.79616565783215,71.79616565783215,65.55302081802063,31.215724199057377,56.18830355830335,18.72943451943445,15.607862099528688,12.486289679622985,12.486289679622928,12.486289679622928,53.06673113839759,62.43144839811487,59.39196581123798,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
1,120,1,0.04,40.56438687000696,162.25754748002805,18.72202470923401,31.20337451539001,46.80506177308507,53.045736676163074,37.44404941846801,127.93383551309898,96.73046099770896,76.4482675627055,68.64742393385802,68.64742393385802,31.20337451539001,59.28641157924096,21.84236216077295,15.601687257695062,15.601687257695003,15.601687257695003,17.161855983464534,56.16607412770202,65.52708648231902,62.48470877264496,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
2,120,2,0.08,40.23278567041507,158.10915040592437,15.780596863049542,31.102653221452755,43.32761533737016,52.6121043382351,40.35164201701117,126.925752559029,95.93971967560526,75.82332684039773,74.27591200692018,64.99142300605513,29.400881836072585,57.25434883866762,23.211222502162517,13.926733501297464,18.568978001730045,18.82511393580925,18.568978001730045,55.70693400519008,68.08625267301011,61.97391578441197,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
3,120,3,0.12,34.33729661896314,159.4753884233842,18.72943451943445,34.33729661896314,43.70201387868042,46.82358629858618,40.70032485572754,128.02253151265452,93.69918436046969,76.47852428769068,74.9177380777378,65.55302081802051,29.654937989104496,57.74908976825623,20.29022072938733,14.047075889575808,18.72943451943445,18.98778375141501,18.729434519434506,56.18830355830335,68.67459323792633,59.39196581123799,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
4,120,4,0.16,27.62618207509263,153.75480293772205,18.671500575730008,33.76533364733541,39.90448521957831,46.04363679182097,36.8349094334568,116.6842620375318,82.93537074085016,69.06545518773157,70.60024308079232,61.39151572242804,29.16096996815338,50.64800047100312,13.813091037546316,10.743515251424924,21.48703050284979,18.417454716728457,19.952242609789156,52.18278836406381,64.46109150854943,61.46820721481844,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
5,120,5,0.2,31.189143077590305,152.85862342329213,18.971615086447613,31.189143077590305,43.664800308626354,46.88756316728922,37.42697169310827,118.55977493848002,87.38527776707018,71.7350290784575,71.73502907845761,68.61611477069857,32.74860023146982,48.34317177026492,14.035114384915572,17.15402869267473,21.832400154313177,22.054054569561536,21.832400154313177,53.02154323190348,65.49720046293959,59.34139177850575,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
6,120,6,0.24,24.962699612312008,149.8086976629004,21.842362160773064,34.46525364769826,43.68472432154613,46.90895770952267,37.44404941846801,118.61387312445426,84.24911119155308,71.76776138539708,71.76776138539708,68.64742393385802,32.76354324115948,48.365230498854544,10.921181080386532,14.041518531925476,24.962699612312008,22.0641177157358,21.84236216077295,56.16607412770196,68.64742393385797,59.36846893557764,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
7,120,7,0.28,22.01383037778953,147.8071468223012,22.01383037778953,40.88282784446631,40.88282784446631,47.172493666691935,34.59316202224068,119.50365062228605,78.62082277781974,67.61390758892492,72.33115695559411,72.33115695559411,37.73799493335344,47.172493666691935,3.1448329111128714,15.724164555563902,25.15866328890229,22.23732677146483,23.586246833345854,53.46215948891745,66.0414911333686,56.69428156891935,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
8,120,8,0.32,15.724164555564016,150.95197973341385,25.15866328890229,40.88282784446631,44.13983332147036,47.172493666691935,34.73581484197274,116.40130769532134,75.54147880732859,67.61390758892492,75.47598986670698,75.47598986670698,40.88282784446631,40.88282784446631,3.1448329111128714,15.724164555564016,25.15866328890229,22.23732677146486,23.586246833345854,53.46215948891745,66.0414911333686,56.69428156891935,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
9,120,9,0.36,22.01383037778953,147.8071468223011,22.23732677146486,37.73799493335355,44.13983332147036,44.02766075557918,34.73581484197274,116.35881771117327,78.62082277781974,67.61390758892492,72.33115695559411,72.33115695559411,37.73799493335344,44.02766075557918,3.1448329111128714,15.724164555563902,25.35445350472336,25.158663288902343,25.15866328890229,53.46215948891745,66.0414911333686,56.69428156891935,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
10,120,10,0.3999999999999999,21.86432666440476,149.92681141306173,22.08630521496932,37.48170285326546,37.61162249014888,43.84006409110505,34.9215147884789,115.61078521719575,78.14932548122677,67.15471761210051,71.83993046875878,71.83993046875878,37.48170285326546,43.72865332880963,3.1234752377721406,15.61737618886059,25.18226243734698,25.18226243734694,24.987801902176955,56.22255427989813,65.5929799932145,53.09907904212605,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
11,120,11,0.4399999999999999,15.740226263443788,148.09202566112816,22.03631676882117,40.92458828495364,37.90748464856962,44.072633537642446,37.90748464856964,116.52020773572846,75.61864189991275,67.68297293280807,72.4050408118411,78.7011313172186,37.77654303226496,40.92458828495364,3.148045252688803,15.740226263443788,25.380352230484306,22.26004145658333,23.610339395165624,59.81285980108618,66.10895030646367,56.66481454839743,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
12,120,12,0.4799999999999999,9.367855617684882,146.7630713437287,21.85832977459779,37.47142247073919,37.4714224707393,43.7166595491957,37.98829409366462,106.3525551558458,68.98089816947635,64.01368005417953,74.94284494147848,74.94284494147848,37.47142247073919,31.226185392282677,9.367855617684768,15.613092696141392,28.27651351220003,21.858329774597905,24.98094831382616,56.207133706108834,62.45237078456535,56.2938062845098,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
